Original UUID,Descendant UUID,Dataset Type,Group Name,Organ,Sex,Status
48f6151229623b1ff7d15e4fb841deb6,b56ee6ea878f178613931c1d5d3fd90f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,40349cd1ec4c8166d0c101a7e246ffad,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,c79dd9f94a5f0add40f4c6f510989a41,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,24bd817c24a6a2807b98b711f8845db3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,19a81b75afa2b6f82243caa5c165342c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,1a23b5f1238b5c68acd9dc00c8560310,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,862aceafc7074d837584451976ffb17a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,c10273a6d236c7a4a2b9c34ba5b21d40,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,d33347fff390d4adb8a21ecdd589d852,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,15dc01949dc631044c5142d1989d0638,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,866d211f764885317160a1265576a889,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,d3a3e8d9a40e91387ab6f1a0eef60c6c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,fdf72fe63606a51d9618a9c47cc59fc1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,568dbc6c322977259e11b3625761181a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,428b00bda10aa84a7db4309e551d672a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,8357e2b2d007534abb2411a8906c5416,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,978e967c3fe11c4f0a16fb0e7b45f24a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,ea649f3b046aac6218eaaff7f2684f73,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,9ba40bbfa30590ed6a83e099d3db6aeb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,5c4b3bc7c35bb0584f713be7068f2a58,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,6a089d79440d6244c66ec7122688e47a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,ade4a555c5971f76ec4949db449bbba8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,9d34e28fa97f93addf558b8c8c79f99a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,07b3d1ad6cde823239d5ae9c3377874c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,e4d3e26e2782c63ff1fb3a4581ceb6d3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,76810aa795a05c4505372851f851f0da,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,0b609f0903c485b3e5d1ed0ae1be936f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,2e079dc753c65d2a2d15f6aa2b22a4a8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,47ab35484b687f5572b776e9c1cf6533,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,b976600d9818eb90190062eee1342121,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
48f6151229623b1ff7d15e4fb841deb6,3e9475e86fe38ba9164931105108a80e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
8bc9ab0285419fe165605349602710ec,2b9727cc8a1b1bbf1366a15d7f926aa4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,6ce3b467a4957ee217c92110699f5ae3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,e482551082bba686a251c3de49279d17,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,83a6dd462426f1abc0397329c6f92814,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,937803818f786c331814845e5ca07085,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,a4f409b1efc2761550f823a1a3015bda,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,294f543a9016fba09c27de86960c37da,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,ef1d1dd2fcb629d5202817f0d3b32e10,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,c015e6f13ab2b6f9b952fb21febf3665,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,fa53978cd8c0ccc39aee0b9e91d23d39,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,3ce130258b9ca54c9fad0ac05e1b62a8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,b1da735dfdf6cf6f32cdf9cb1056638d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,21bbd08dd2ff5753ee24212935f1aade,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,a7cbd04f4dcfd13f9f4ed711bf099710,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,2873640d9a2afa145ecc6f174787b45b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,b23fafa46fafc00ff11192296c53d042,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,11b7de88483ae6bbe53046c375eeb639,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,c1121d6bc1c0bba79e8c3dae96c17b16,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,14ccffec669472d4ea498b5c7c20b1f1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,fe34e06c6b2782fa445f93647d5aab8d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,c530e029894eaf1868a0688342afb93b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,76110eea99d7d39795d486c17573300f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,f77a80a93225d635de7ee42fa2eb4b83,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,b91664b1471e34e63fe8b26b0aa57056,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,84331e1a27a174ae7991e6ad8537c30d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,b0453c94b34b88369f70ee5548fc34ae,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
8bc9ab0285419fe165605349602710ec,e137955705dfbb16dcc16524e7147793,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,2c28bcda05a6cfb35c83cbc18d4df08c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,a6c112d0c20aa614035639a31ff389bb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,043272c4cc9ebd6556e88e976f9fb258,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,8838f6427d4579ce24912965b5675f06,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,7ef0d0b34b27c7799b61ed65bf96fa1c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,03fa998d1a4234fb311c40439088e77e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,e8e29a50732c0e410130e31fc474f5a4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,d3935e3d2c849a5e90aaa3c0b0b5f6e1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,c59a0529b1b1be0a13f77784845c79a2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,0bb81a02035170b5252993f48ad308c5,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,74c0aa549b76bbaeb193438cbb313cbe,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,15470f6aec7324d283a90ca56611006a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,37a6717867c1a527bdd752be9cf8b4be,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,9ee3a18d4581e1743e05a4596bd574cc,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,13d8b471a17b5cd42764002d9a98a664,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,e22f00815e0d96325ae9cefe638ef021,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,5400d85b52a4d9011e9de2ec428acefa,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,1de2aec3824e6de80c2a66a14af16eac,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,b6d5fb68bfeb1c49c63ca3c350533862,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,c4ea7518325c00f8a442fa1ae2af1721,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,bf4829f79e5d0ade9e633b0a03f29f76,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,567f96d2822696efcb4ed8c3a5bf2053,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,1521c18222761f8e8f143dcb14d13604,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,b9c57a56f626e616252da35af920edc3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,c8e5b3c4da8e63b9562ff50ae9dff07d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,3f67e2ed931d50b5891ef09462626f0b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,80b02d5f254def8cbf9154ef0a96b41a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,4429b579c4e1ec73f8dc33a4e8d08409,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,6c82e9cec468c0e9b591f64e84bb950c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,739aeb4d635705b499f7ff856f9adeb5,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,b7efde1ea8c5bfac0e19fc34d24eefcf,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,12e8960142abd1286c71cbfab349a099,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,ecf22db417336b39ccb1bd064b12a652,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,e21f3767e38e1d467f87878adea7ed44,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,0af44c7f7e7ef69f333012945f3009c0,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,7e3dfc64ae2b349671a8ca8075201324,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,b549fe5a973f0a213bd5d19a39fed15c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,62bdb104391daa7f23df7e2db1d9de46,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,988e38adbd2412fc87ba3c2f2b407da7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,3aad23343cf8d186a93c6e7a448ef176,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,9be8bd4b3eb9cb7df7ed37d2b795874e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,5c427f0b1318891607c3d5fbe3c2c757,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,7f97372cea5a3da59f17910d0741abb0,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,3317ff9e1addaf21958b0378026eff09,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,6a06a3cd6f3f727a61dd6349ee38b7b8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,601b5687655994cfb8dae7a2a2ff41a5,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,38b76dc0eccd99f13e8c76e43e5b0d19,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
8bc9ab0285419fe165605349602710ec,26bf1cb131e9aa68ce5e47114607bc93,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,521732da3c2321572a2c74d450fb3d1d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,ddf8a39dc6efcdd011ba8cf147c76cb9,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,008841c911ca35c223b0d3dd8b142408,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,c116a34b5cbc5da378d69f704534e492,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,00b85f2f9263e2e8890680fa1ece778d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,2503e6477593646316849ebfc6e02591,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,f6fc06beaa4ea35a00fc48b813040879,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,9f47bbbb386c9ad802eca74cdece2b3d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,e106e3e7d8cd316febd0d0104de3310d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,e236a00222ee250cb3fe0cac92acd3eb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,fedea29e843e29d22f23b1ce0084d333,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,8f9c76b04cc7a96aad1a067c6f997fe7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,707d4bd56fd579571a1cc2bc3575ee6e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,2759002f49ab8f1b3cbfd66db69f4b22,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,e963930a4931b24c273c2e9beddd29d1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,04a60815c4d01ae6b28383fe6ddad786,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,8f9c0729f80d480e74d2c9d2f87da637,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,0e637c94ba96004afa4e79464c69564f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,b8f50fde49be46ee85b4fe4feaac5c6f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,0f40b3549b7452854ac8f882670c1a54,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,36786dfc8860726e8b99246ffb7ce448,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,6f97b25a6ff42f99325950e75cffcea7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,385f64c80f064b15eca47f1b4bcd4167,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,735a7927e136fbd7374d8e52171d7c85,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,d8a928151d2143b6d310366cf0821bc9,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,eaeb6fef2cbeca518daafd13f681c948,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,d87d1fb6d0965e2f5aae1177337f284f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,0b0109d5ade331e5cdae76c76c1c760a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,91fb3cded9271b0994184562406b3725,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,56a025ae1913b82db21a2805f1327847,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,3fe438ddd3bf98943a5aaa2849076a4d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,7c9436a4ccf70a98140ae05e78e5c193,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,87bb06c0fe004fea5aacb70235af7975,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,77715371cec45a11badea7daed47e946,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,c816bc5fac1c6e3702f8a8ef8a9e8c12,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,efac8a7317b6df3e5db7715095846568,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,c4a8a556e87649aa8efdc40c0af18aaf,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,4631ff6a342074c8d89ecfc552a23ed6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,9b4ed15d04aada78183886be4717566e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,5f846153aecefcaf534b7164b073f181,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,f541de8cf1ab7f795b18cf2bd78ef1d8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,928698e9cdeb00bdb6babfda7d5ef65d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,818c54c936ea4addefb4c9bb8fa4770d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,6eab972bf732dcd70ff6faddadadaf73,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,363050778b027643bddb4530c550182a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,377f3d32fe76dd633147924db82b210c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,607eb62906feddd56081280f01a71924,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,b9dcd9014dfde15a7c23cd776400ea8f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,b4106b3abc16a8016d593252f897939f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,a7d9cf414d72b0fef2dffb023b15d2ec,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,77d2e7a81d61c91ccec927257f560c23,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,c6117976f331d03f8a6c560fcf3a5a5b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,95c3d98531b4e4e3c0ebef7baf90fe63,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,db995b9c150fa71fb99b3581890b84fd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,298e380c7e0a41b29d4a5299d6f5f1ce,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,cd2801f30ede7d51c22c8fb8f48300cb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,New
ad3e61806f5ba9593787559560c050ea,fc3985e533e0f0724fe3f8ba4b27df76,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,b3ed3af832292aefd9a8d5d75f0a880d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,b47986ee3cb66e2f80dc9918aef7c9f1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,a0303145f0e0a6828ba8ca0dee8398cd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,6091c5b2dc6162572803505d090aa7aa,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,8726bfd19a1f7b61dfe960233a67a3be,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
ad3e61806f5ba9593787559560c050ea,b6ded0f54b08d4c49c3ea5e77c2706a7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,f14494f13f12be1f13c3100e6d90d7c7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,cd8e5d79af9f3ea55a5edec382c7e092,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,4b9ea1c749985abb86be79224773486d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,3475518935ff7f7380a0fe6b6531ff3f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,f20019e39f183887e6b9f2f7b84ab73f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
3e0ebb9f67f8a412de5453f15f66401b,c192768762dfb15cde1d459c54c38640,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Female,Error
