HubMAP ID,Submission ID,Lab ID,Type,Group Name,Created By,rui_location_id,entity_uuid,entity_api_link,portal_link
HBM256.GTDN.293,VAN0112-RK-65,Posterior 8 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-8-II,3b5ceff7e90134e7c5488aaaa69ecb62,https://entity.api.hubmapconsortium.org/entities/3b5ceff7e90134e7c5488aaaa69ecb62,https://portal.hubmapconsortium.org/browse/sample/3b5ceff7e90134e7c5488aaaa69ecb62
HBM445.LQHS.647,VAN0112-RK-66,Posterior 8 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-8-II,046705f18362f54b7395a31c5149f1f3,https://entity.api.hubmapconsortium.org/entities/046705f18362f54b7395a31c5149f1f3,https://portal.hubmapconsortium.org/browse/sample/046705f18362f54b7395a31c5149f1f3
HBM865.WDMD.433,VAN0112-RK-61,Posterior 7 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-7-II,a92ddfeaea7990b898960d80ab1421c0,https://entity.api.hubmapconsortium.org/entities/a92ddfeaea7990b898960d80ab1421c0,https://portal.hubmapconsortium.org/browse/sample/a92ddfeaea7990b898960d80ab1421c0
HBM259.ZMVL.769,VAN0112-RK-68,Posterior 9 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-9-II,1308aa56834ed471717c8ef58f0223fd,https://entity.api.hubmapconsortium.org/entities/1308aa56834ed471717c8ef58f0223fd,https://portal.hubmapconsortium.org/browse/sample/1308aa56834ed471717c8ef58f0223fd
HBM747.VSPX.269,VAN0112-RK-62,Posterior 7 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-7-II,1b5b5a1c40a5e975ebb87e5287c9259c,https://entity.api.hubmapconsortium.org/entities/1b5b5a1c40a5e975ebb87e5287c9259c,https://portal.hubmapconsortium.org/browse/sample/1b5b5a1c40a5e975ebb87e5287c9259c
HBM527.GLLT.389,VAN0112-RK-72,Posterior 10 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-10-II,f3002dc149581b5b1b01acb2ec913b83,https://entity.api.hubmapconsortium.org/entities/f3002dc149581b5b1b01acb2ec913b83,https://portal.hubmapconsortium.org/browse/sample/f3002dc149581b5b1b01acb2ec913b83
HBM854.KZTJ.542,VAN0112-RK-74,Posterior 10 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-10-II,5c159cc1a85c633928e4295d79117e83,https://entity.api.hubmapconsortium.org/entities/5c159cc1a85c633928e4295d79117e83,https://portal.hubmapconsortium.org/browse/sample/5c159cc1a85c633928e4295d79117e83
HBM824.KJHT.363,VAN0112-RK-71,Posterior 9 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-9-II,709ebd97e30dee2cc98e91125188dea3,https://entity.api.hubmapconsortium.org/entities/709ebd97e30dee2cc98e91125188dea3,https://portal.hubmapconsortium.org/browse/sample/709ebd97e30dee2cc98e91125188dea3
HBM749.CCKP.223,VAN0112-RK-77,Posterior 11 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-11-II,0f444ce20b4847634ebe4bb405445664,https://entity.api.hubmapconsortium.org/entities/0f444ce20b4847634ebe4bb405445664,https://portal.hubmapconsortium.org/browse/sample/0f444ce20b4847634ebe4bb405445664
HBM735.XJMC.393,VAN0112-RK-79,Posterior 11 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-11-II,4b82a9d27c67e19cfcc62ec29b6c73da,https://entity.api.hubmapconsortium.org/entities/4b82a9d27c67e19cfcc62ec29b6c73da,https://portal.hubmapconsortium.org/browse/sample/4b82a9d27c67e19cfcc62ec29b6c73da
HBM737.PLJS.672,VAN0112-RK-75,Posterior 10 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-10-II,c20fc50bee959129b635ed2b176d65ef,https://entity.api.hubmapconsortium.org/entities/c20fc50bee959129b635ed2b176d65ef,https://portal.hubmapconsortium.org/browse/sample/c20fc50bee959129b635ed2b176d65ef
HBM278.BHRC.837,VAN0112-RK-78,Posterior 11 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-11-II,282159f95ef84949e4197b8cec60239a,https://entity.api.hubmapconsortium.org/entities/282159f95ef84949e4197b8cec60239a,https://portal.hubmapconsortium.org/browse/sample/282159f95ef84949e4197b8cec60239a
HBM258.DJPD.337,VAN0112-RK-76,Posterior 10 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-10-II,3e309c333e438526d2891f93df14f647,https://entity.api.hubmapconsortium.org/entities/3e309c333e438526d2891f93df14f647,https://portal.hubmapconsortium.org/browse/sample/3e309c333e438526d2891f93df14f647
HBM222.SPDZ.887,VAN0112-RK-70,Posterior 9 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-9-II,3af79f07dda49f4bbd979a65fac180a6,https://entity.api.hubmapconsortium.org/entities/3af79f07dda49f4bbd979a65fac180a6,https://portal.hubmapconsortium.org/browse/sample/3af79f07dda49f4bbd979a65fac180a6
HBM527.JXLF.536,VAN0112-RK-73,Posterior 10 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-10-II,cbdda7e391eed15980fad4e31f23441b,https://entity.api.hubmapconsortium.org/entities/cbdda7e391eed15980fad4e31f23441b,https://portal.hubmapconsortium.org/browse/sample/cbdda7e391eed15980fad4e31f23441b
HBM998.GKGC.975,VAN0112-RK-83,Posterior 12 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-12-II,8291df74dbdacd84c5d5d854ed356a75,https://entity.api.hubmapconsortium.org/entities/8291df74dbdacd84c5d5d854ed356a75,https://portal.hubmapconsortium.org/browse/sample/8291df74dbdacd84c5d5d854ed356a75
HBM488.CHDL.258,VAN0112-RK-82,Posterior 12 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-12-II,2bb3e0e178804f594796c2270978230a,https://entity.api.hubmapconsortium.org/entities/2bb3e0e178804f594796c2270978230a,https://portal.hubmapconsortium.org/browse/sample/2bb3e0e178804f594796c2270978230a
HBM982.ZCVV.782,VAN0112-RK-81,Posterior 11 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-11-II,d77a790a4133eeb5fc9f50db8c000d82,https://entity.api.hubmapconsortium.org/entities/d77a790a4133eeb5fc9f50db8c000d82,https://portal.hubmapconsortium.org/browse/sample/d77a790a4133eeb5fc9f50db8c000d82
HBM297.PSFB.387,VAN0112-RK-85,Posterior 12 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-12-II,037b4a1ce5ed02d6fe030800de600d35,https://entity.api.hubmapconsortium.org/entities/037b4a1ce5ed02d6fe030800de600d35,https://portal.hubmapconsortium.org/browse/sample/037b4a1ce5ed02d6fe030800de600d35
HBM924.FKPJ.778,VAN0112-RK-86,Posterior 12 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-12-II,e0e621ffe82d1d11ba254b75b02985f6,https://entity.api.hubmapconsortium.org/entities/e0e621ffe82d1d11ba254b75b02985f6,https://portal.hubmapconsortium.org/browse/sample/e0e621ffe82d1d11ba254b75b02985f6
HBM989.PLHZ.948,VAN0112-RK-80,Posterior 11 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-11-II,6fb45dfad1a308244e17dfed359a1076,https://entity.api.hubmapconsortium.org/entities/6fb45dfad1a308244e17dfed359a1076,https://portal.hubmapconsortium.org/browse/sample/6fb45dfad1a308244e17dfed359a1076
HBM266.VPZP.788,VAN0112-RK-84,Posterior 12 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-12-II,f5c632f6fa19b72d84fdb987bdb082fd,https://entity.api.hubmapconsortium.org/entities/f5c632f6fa19b72d84fdb987bdb082fd,https://portal.hubmapconsortium.org/browse/sample/f5c632f6fa19b72d84fdb987bdb082fd
HBM667.LRVJ.256,VAN0112-RK-19-82,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,8e5a814c46298b43e51e0a1d168e34f8,https://entity.api.hubmapconsortium.org/entities/8e5a814c46298b43e51e0a1d168e34f8,https://portal.hubmapconsortium.org/browse/sample/8e5a814c46298b43e51e0a1d168e34f8
HBM759.DNGF.665,VAN0112-RK-19-58,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,c8b2495a2aae5c12ceb25aba7559de6a,https://entity.api.hubmapconsortium.org/entities/c8b2495a2aae5c12ceb25aba7559de6a,https://portal.hubmapconsortium.org/browse/sample/c8b2495a2aae5c12ceb25aba7559de6a
HBM725.HGKX.753,VAN0112-RK-19-22,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,e2bf39c024940a135eb361870f1e2b01,https://entity.api.hubmapconsortium.org/entities/e2bf39c024940a135eb361870f1e2b01,https://portal.hubmapconsortium.org/browse/sample/e2bf39c024940a135eb361870f1e2b01
HBM285.HNWR.359,VAN0112-RK-19-17,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,398ee039f498f96f852610cdd3a4448a,https://entity.api.hubmapconsortium.org/entities/398ee039f498f96f852610cdd3a4448a,https://portal.hubmapconsortium.org/browse/sample/398ee039f498f96f852610cdd3a4448a
HBM459.ZKRF.354,VAN0112-RK-19-6,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,5bca608cf395ecb115e66129a8c92c0f,https://entity.api.hubmapconsortium.org/entities/5bca608cf395ecb115e66129a8c92c0f,https://portal.hubmapconsortium.org/browse/sample/5bca608cf395ecb115e66129a8c92c0f
HBM393.PWFP.787,VAN0112-RK-19-5,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,00be2d622cfcdb6b7bc113247996a16f,https://entity.api.hubmapconsortium.org/entities/00be2d622cfcdb6b7bc113247996a16f,https://portal.hubmapconsortium.org/browse/sample/00be2d622cfcdb6b7bc113247996a16f
HBM582.LMKD.377,VAN0112-RK-19-48,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,040662007eef2cbf567c5c0933ce3406,https://entity.api.hubmapconsortium.org/entities/040662007eef2cbf567c5c0933ce3406,https://portal.hubmapconsortium.org/browse/sample/040662007eef2cbf567c5c0933ce3406
HBM378.PRLS.965,VAN0112-RK-19-71,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,c6cd7a744373222cf3c5cfcc102d46a7,https://entity.api.hubmapconsortium.org/entities/c6cd7a744373222cf3c5cfcc102d46a7,https://portal.hubmapconsortium.org/browse/sample/c6cd7a744373222cf3c5cfcc102d46a7
HBM966.HGJF.495,VAN0112-RK-19-84,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,0258ff0da2059a4650076a6759a92caa,https://entity.api.hubmapconsortium.org/entities/0258ff0da2059a4650076a6759a92caa,https://portal.hubmapconsortium.org/browse/sample/0258ff0da2059a4650076a6759a92caa
HBM823.QFQZ.368,VAN0112-RK-19-8,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,1362ee83128cb6c436c815439a8fef1e,https://entity.api.hubmapconsortium.org/entities/1362ee83128cb6c436c815439a8fef1e,https://portal.hubmapconsortium.org/browse/sample/1362ee83128cb6c436c815439a8fef1e
HBM968.GMCD.385,VAN0112-RK-19-23,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,a9ad5032e0d9c06854608c570088e897,https://entity.api.hubmapconsortium.org/entities/a9ad5032e0d9c06854608c570088e897,https://portal.hubmapconsortium.org/browse/sample/a9ad5032e0d9c06854608c570088e897
HBM359.MSCS.988,VAN0112-RK-19-43,,Section,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,,356e9371a5e93fe0de4f922688c0333a,https://entity.api.hubmapconsortium.org/entities/356e9371a5e93fe0de4f922688c0333a,https://portal.hubmapconsortium.org/browse/sample/356e9371a5e93fe0de4f922688c0333a
